index,gm_code,municipality,gender,age_group,education,vote_2030
1270,GM0394    ,Haarlemmermeer,female,55-65,"Havo, vwo, mbo2-4",VVD
1271,GM0160    ,Hardenberg,female,25-35,"Hbo-, wo-bachelor",D66
1272,GM0345    ,Veenendaal,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1273,GM0106    ,Assen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1274,GM1992    ,Voorne aan Zee,male,55-65,"Hbo-, wo-master, doctor",VVD
1275,GM1904    ,Stichtse Vecht,female,25-35,"Hbo-, wo-bachelor",D66
1276,GM0301    ,Zutphen,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1277,GM0193    ,Zwolle,female,25-35,"Hbo-, wo-bachelor",D66
1278,GM0394    ,Haarlemmermeer,female,25-35,"Havo, vwo, mbo2-4",D66
1279,GM1961    ,Vijfheerenlanden,male,15-25,"Havo, vwo, mbo2-4",VVD
1280,GM0983    ,Venlo,male,45-55,"Hbo-, wo-bachelor",D66
1281,GM0599    ,Rotterdam,female,45-55,Basisonderwijs,Did not vote
1282,GM1948    ,Meierijstad,female,35-45,"Hbo-, wo-master, doctor",D66
1283,GM0758    ,Breda,male,45-55,Basisonderwijs,PVV
1284,GM1586    ,Oost Gelre,male,45-55,"Hbo-, wo-bachelor",CDA
1285,GM0865    ,Vught,male,55-65,Basisonderwijs,CDA
1286,GM0166    ,Kampen,female,55-65,"Havo, vwo, mbo2-4",CDA
1287,GM0202    ,Arnhem,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1288,GM0716    ,Tholen,female,25-35,"Hbo-, wo-bachelor",D66
1289,GM1719    ,Drimmelen,female,65-75,"Havo, vwo, mbo2-4",CDA
1290,GM0796    ,'s-Hertogenbosch,female,15-25,"Hbo-, wo-bachelor",D66
1291,GM1525    ,Teylingen,male,55-65,"Hbo-, wo-bachelor",VVD
1292,GM0307    ,Amersfoort,female,25-35,"Hbo-, wo-master, doctor",D66
1293,GM0356    ,Nieuwegein,male,35-45,"Havo, vwo, mbo2-4",VVD
1294,GM1992    ,Voorne aan Zee,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1295,GM0034    ,Almere,male,35-45,"Hbo-, wo-master, doctor",D66
1296,GM0518    ,'s-Gravenhage (gemeente),male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1297,GM0361    ,Alkmaar,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1298,GM0175    ,Ommen,female,65-75,"Havo, vwo, mbo2-4",CDA
1299,GM1980    ,Dijk en Waard,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1300,GM0363    ,Amsterdam,male,45-55,"Hbo-, wo-master, doctor",D66
1301,GM0632    ,Woerden,male,45-55,"Havo, vwo, mbo2-4",VVD
1302,GM0226    ,Duiven,female,45-55,"Havo, vwo, mbo2-4",CDA
1303,GM1728    ,Bladel,female,55-65,"Havo, vwo, mbo2-4",CDA
1304,GM1969    ,Westerkwartier,female,35-45,"Havo, vwo, mbo2-4",BBB
1305,GM0439    ,Purmerend,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1306,GM0171    ,Noordoostpolder,female,25-35,"Hbo-, wo-bachelor",BBB
1307,GM0575    ,Noordwijk,female,45-55,Basisonderwijs,Did not vote
1308,GM1680    ,Aa en Hunze,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1309,GM0014    ,Groningen (gemeente),male,35-45,Basisonderwijs,Did not vote
1310,GM0917    ,Heerlen,female,25-35,Basisonderwijs,Did not vote
1311,GM1963    ,Hoeksche Waard,male,55-65,"Havo, vwo, mbo2-4",BBB
1312,GM0865    ,Vught,female,45-55,"Hbo-, wo-master, doctor",D66
1313,GM0851    ,Steenbergen,female,45-55,"Havo, vwo, mbo2-4",CDA
1314,GM0845    ,Sint-Michielsgestel,female,65-75,"Havo, vwo, mbo2-4",CDA
1315,GM0307    ,Amersfoort,male,45-55,"Havo, vwo, mbo2-4",VVD
1316,GM0880    ,Wormerland,male,55-65,"Havo, vwo, mbo2-4",VVD
1317,GM0851    ,Steenbergen,female,45-55,Basisonderwijs,CDA
1318,GM0163    ,Hellendoorn,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1319,GM0232    ,Epe,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1320,GM0307    ,Amersfoort,female,65-75,"Havo, vwo, mbo2-4",CDA
1321,GM0599    ,Rotterdam,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1322,GM0150    ,Deventer,female,35-45,"Hbo-, wo-master, doctor",D66
1323,GM0361    ,Alkmaar,female,45-55,"Hbo-, wo-master, doctor",D66
1324,GM0518    ,'s-Gravenhage (gemeente),female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1325,GM1884    ,Kaag en Braassem,female,35-45,"Havo, vwo, mbo2-4",VVD
1326,GM0826    ,Oosterhout,female,45-55,"Havo, vwo, mbo2-4",CDA
1327,GM0402    ,Hilversum,male,45-55,"Havo, vwo, mbo2-4",VVD
1328,GM0059    ,Achtkarspelen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1329,GM0855    ,Tilburg,female,15-25,"Havo, vwo, mbo2-4",D66
1330,GM0168    ,Losser,male,65-75,"Havo, vwo, mbo2-4",BBB
1331,GM0200    ,Apeldoorn,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1332,GM0034    ,Almere,female,45-55,"Havo, vwo, mbo2-4",D66
1333,GM0147    ,Borne,female,15-25,Basisonderwijs,Did not vote
1334,GM0828    ,Oss,male,55-65,"Hbo-, wo-bachelor",VVD
1335,GM0629    ,Wassenaar,male,45-55,"Hbo-, wo-bachelor",VVD
1336,GM0274    ,Renkum,female,25-35,Basisonderwijs,Did not vote
1337,GM0267    ,Nijkerk,male,45-55,"Havo, vwo, mbo2-4",CDA
1338,GM0772    ,Eindhoven,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1339,GM0109    ,Coevorden,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1340,GM0356    ,Nieuwegein,male,35-45,"Hbo-, wo-master, doctor",D66
1341,GM1669    ,Roerdalen,female,65-75,"Havo, vwo, mbo2-4",CDA
1342,GM0479    ,Zaanstad,male,55-65,"Havo, vwo, mbo2-4",50PLUS
1343,GM0575    ,Noordwijk,male,45-55,"Hbo-, wo-master, doctor",D66
1344,GM0889    ,Beesel,male,55-65,"Havo, vwo, mbo2-4",BBB
1345,GM0345    ,Veenendaal,female,55-65,"Havo, vwo, mbo2-4",CDA
1346,GM0777    ,Etten-Leur,female,15-25,Basisonderwijs,Did not vote
1347,GM0798    ,Hilvarenbeek,male,55-65,"Havo, vwo, mbo2-4",CDA
1348,GM0622    ,Vlaardingen,male,55-65,Basisonderwijs,50PLUS
1349,GM0606    ,Schiedam,male,25-35,"Hbo-, wo-master, doctor",D66
1350,GM0080    ,Leeuwarden,male,25-35,"Hbo-, wo-master, doctor",D66
1351,GM0779    ,Geertruidenberg,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1352,GM1948    ,Meierijstad,male,65-75,"Havo, vwo, mbo2-4",CDA
1353,GM0637    ,Zoetermeer,male,45-55,"Havo, vwo, mbo2-4",VVD
1354,GM0861    ,Veldhoven,female,45-55,"Havo, vwo, mbo2-4",CDA
1355,GM1674    ,Roosendaal,male,25-35,"Havo, vwo, mbo2-4",VVD
1356,GM0106    ,Assen,male,55-65,"Havo, vwo, mbo2-4",VVD
1357,GM0858    ,Valkenswaard,female,35-45,"Havo, vwo, mbo2-4",CDA
1358,GM0664    ,Goes,male,45-55,"Havo, vwo, mbo2-4",BBB
1359,GM0180    ,Staphorst,female,15-25,"Hbo-, wo-bachelor",CDA
1360,GM1774    ,Dinkelland,female,25-35,"Hbo-, wo-bachelor",D66
1361,GM0502    ,Capelle aan den IJssel,female,25-35,"Hbo-, wo-master, doctor",D66
1362,GM1669    ,Roerdalen,female,65-75,Basisonderwijs,50PLUS
1363,GM0090    ,Smallingerland,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1364,GM1676    ,Schouwen-Duiveland,male,65-75,"Hbo-, wo-master, doctor",CDA
1365,GM0114    ,Emmen,male,35-45,"Havo, vwo, mbo2-4",VVD
1366,GM0047    ,Veendam,female,55-65,Basisonderwijs,50PLUS
1367,GM1904    ,Stichtse Vecht,female,55-65,"Hbo-, wo-bachelor",VVD
1368,GM0632    ,Woerden,female,55-65,Basisonderwijs,CDA
1369,GM1904    ,Stichtse Vecht,male,55-65,"Hbo-, wo-bachelor",VVD
1370,GM1982    ,Land van Cuijk,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1371,GM0267    ,Nijkerk,female,55-65,Basisonderwijs,50PLUS
1372,GM0355    ,Zeist,male,65-75,"Hbo-, wo-bachelor",VVD
1373,GM0610    ,Sliedrecht,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1374,GM0402    ,Hilversum,female,35-45,"Hbo-, wo-master, doctor",D66
1375,GM0202    ,Arnhem,male,45-55,"Havo, vwo, mbo2-4",VVD
1376,GM0453    ,Velsen,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1377,GM0230    ,Elburg,male,25-35,"Havo, vwo, mbo2-4",VVD
1378,GM0310    ,De Bilt,male,35-45,"Havo, vwo, mbo2-4",VVD
1379,GM0228    ,Ede,male,25-35,"Hbo-, wo-master, doctor",D66
1380,GM0995    ,Lelystad,female,55-65,"Havo, vwo, mbo2-4",CDA
1381,GM0202    ,Arnhem,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1382,GM0627    ,Waddinxveen,female,35-45,"Havo, vwo, mbo2-4",D66
1383,GM0687    ,Middelburg (Z.),female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1384,GM0153    ,Enschede,male,25-35,Basisonderwijs,Did not vote
1385,GM0222    ,Doetinchem,female,25-35,"Havo, vwo, mbo2-4",D66
1386,GM0479    ,Zaanstad,male,55-65,"Hbo-, wo-master, doctor",D66
1387,GM1926    ,Pijnacker-Nootdorp,male,15-25,Basisonderwijs,PVV
1388,GM0632    ,Woerden,male,65-75,"Havo, vwo, mbo2-4",CDA
1389,GM0479    ,Zaanstad,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1390,GM1771    ,Geldrop-Mierlo,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1391,GM1924    ,Goeree-Overflakkee,male,25-35,"Hbo-, wo-bachelor",D66
1392,GM0267    ,Nijkerk,male,25-35,"Havo, vwo, mbo2-4",Did not vote
1393,GM1963    ,Hoeksche Waard,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1394,GM0171    ,Noordoostpolder,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1395,GM0772    ,Eindhoven,female,15-25,"Hbo-, wo-bachelor",D66
1396,GM0637    ,Zoetermeer,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1397,GM0453    ,Velsen,male,55-65,"Hbo-, wo-bachelor",VVD
1398,GM0106    ,Assen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1399,GM0882    ,Landgraaf,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1400,GM1859    ,Berkelland,female,25-35,"Havo, vwo, mbo2-4",VVD
1401,GM0715    ,Terneuzen,female,45-55,"Havo, vwo, mbo2-4",BBB
1402,GM0983    ,Venlo,male,25-35,"Hbo-, wo-bachelor",D66
1403,GM1963    ,Hoeksche Waard,male,55-65,"Hbo-, wo-bachelor",BBB
1404,GM0119    ,Meppel,male,65-75,"Havo, vwo, mbo2-4",CDA
1405,GM1507    ,Horst aan de Maas,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1406,GM0352    ,Wijk bij Duurstede,female,35-45,"Hbo-, wo-master, doctor",D66
1407,GM0603    ,Rijswijk (ZH.),male,45-55,"Hbo-, wo-master, doctor",D66
1408,GM0153    ,Enschede,female,45-55,"Hbo-, wo-bachelor",D66
1409,GM0441    ,Schagen,female,25-35,"Havo, vwo, mbo2-4",D66
1410,GM1721    ,Bernheze,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1411,GM0785    ,Goirle,female,35-45,"Havo, vwo, mbo2-4",VVD
1412,GM0599    ,Rotterdam,male,15-25,"Hbo-, wo-master, doctor",D66
1413,GM0193    ,Zwolle,female,35-45,"Havo, vwo, mbo2-4",D66
1414,GM0405    ,Hoorn,female,25-35,"Hbo-, wo-master, doctor",GL-PvdA
1415,GM0243    ,Harderwijk,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1416,GM0758    ,Breda,male,35-45,"Havo, vwo, mbo2-4",VVD
1417,GM0406    ,Huizen,male,65-75,"Havo, vwo, mbo2-4",VVD
1418,GM1966    ,Het Hogeland,male,25-35,"Hbo-, wo-bachelor",D66
1419,GM1735    ,Hof van Twente,male,25-35,"Havo, vwo, mbo2-4",BBB
1420,GM0988    ,Weert,female,25-35,"Hbo-, wo-bachelor",D66
1421,GM1640    ,Leudal,female,55-65,Basisonderwijs,CDA
1422,GM0355    ,Zeist,male,45-55,"Hbo-, wo-master, doctor",D66
1423,GM0166    ,Kampen,male,35-45,"Hbo-, wo-bachelor",VVD
1424,GM0268    ,Nijmegen,female,45-55,"Hbo-, wo-bachelor",D66
1425,GM0772    ,Eindhoven,male,15-25,Basisonderwijs,Did not vote
1426,GM0797    ,Heusden,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1427,GM0109    ,Coevorden,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1428,GM0613    ,Albrandswaard,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1429,GM1911    ,Hollands Kroon,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1430,GM0202    ,Arnhem,female,15-25,"Havo, vwo, mbo2-4",D66
1431,GM0861    ,Veldhoven,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1432,GM0153    ,Enschede,female,25-35,Basisonderwijs,Did not vote
1433,GM0826    ,Oosterhout,female,25-35,"Havo, vwo, mbo2-4",D66
1434,GM0171    ,Noordoostpolder,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1435,GM0855    ,Tilburg,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1436,GM0599    ,Rotterdam,female,25-35,"Hbo-, wo-bachelor",D66
1437,GM0216    ,Culemborg,male,45-55,Basisonderwijs,CDA
1438,GM0222    ,Doetinchem,male,25-35,"Hbo-, wo-master, doctor",D66
1439,GM1586    ,Oost Gelre,female,45-55,"Havo, vwo, mbo2-4",CDA
1440,GM0281    ,Tiel,female,65-75,Basisonderwijs,CDA
1441,GM0420    ,Medemblik,male,55-65,"Havo, vwo, mbo2-4",BBB
1442,GM0599    ,Rotterdam,female,55-65,"Hbo-, wo-master, doctor",D66
1443,GM0858    ,Valkenswaard,male,25-35,"Havo, vwo, mbo2-4",VVD
1444,GM0599    ,Rotterdam,male,25-35,"Hbo-, wo-bachelor",D66
1445,GM0141    ,Almelo,female,15-25,Basisonderwijs,Did not vote
1446,GM1742    ,Rijssen-Holten,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1447,GM1904    ,Stichtse Vecht,male,15-25,"Havo, vwo, mbo2-4",D66
1448,GM1954    ,Beekdaelen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1449,GM0200    ,Apeldoorn,male,25-35,"Hbo-, wo-master, doctor",D66
1450,GM0385    ,Edam-Volendam,female,65-75,"Hbo-, wo-bachelor",CDA
1451,GM0753    ,Best,female,45-55,"Havo, vwo, mbo2-4",CDA
1452,GM0394    ,Haarlemmermeer,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1453,GM1696    ,Wijdemeren,female,35-45,Basisonderwijs,Did not vote
1454,GM0855    ,Tilburg,male,25-35,"Hbo-, wo-bachelor",D66
1455,GM0484    ,Alphen aan den Rijn,female,15-25,"Havo, vwo, mbo2-4",D66
1456,GM1883    ,Sittard-Geleen,female,35-45,"Hbo-, wo-master, doctor",D66
1457,GM0037    ,Stadskanaal,female,45-55,"Havo, vwo, mbo2-4",VVD
1458,GM0109    ,Coevorden,female,65-75,"Hbo-, wo-bachelor",50PLUS
1459,GM1961    ,Vijfheerenlanden,female,55-65,"Hbo-, wo-master, doctor",CDA
1460,GM0321    ,Houten,female,35-45,"Havo, vwo, mbo2-4",VVD
1461,GM0796    ,'s-Hertogenbosch,male,55-65,"Havo, vwo, mbo2-4",CDA
1462,GM1709    ,Moerdijk,female,65-75,Basisonderwijs,CDA
1463,GM1911    ,Hollands Kroon,female,25-35,"Hbo-, wo-bachelor",D66
1464,GM0848    ,Son en Breugel,female,55-65,"Hbo-, wo-bachelor",VVD
1465,GM0654    ,Borsele,male,25-35,"Havo, vwo, mbo2-4",BBB
1466,GM0405    ,Hoorn,male,15-25,Basisonderwijs,Did not vote
1467,GM1586    ,Oost Gelre,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1468,GM1948    ,Meierijstad,male,15-25,Basisonderwijs,Did not vote
1469,GM0502    ,Capelle aan den IJssel,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1470,GM0847    ,Someren,male,35-45,"Hbo-, wo-bachelor",VVD
1471,GM1924    ,Goeree-Overflakkee,female,35-45,"Havo, vwo, mbo2-4",BBB
1472,GM0392    ,Haarlem,female,15-25,"Havo, vwo, mbo2-4",D66
1473,GM1771    ,Geldrop-Mierlo,male,35-45,"Havo, vwo, mbo2-4",VVD
1474,GM1509    ,Oude IJsselstreek,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1475,GM0498    ,Drechterland,male,35-45,"Hbo-, wo-bachelor",D66
1476,GM0160    ,Hardenberg,male,65-75,"Havo, vwo, mbo2-4",CDA
1477,GM1970    ,Noardeast-Fryslân,female,65-75,"Havo, vwo, mbo2-4",CDA
1478,GM0632    ,Woerden,female,25-35,"Hbo-, wo-master, doctor",D66
1479,GM1991    ,Maashorst,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1480,GM0847    ,Someren,male,65-75,"Hbo-, wo-bachelor",CDA
1481,GM0014    ,Groningen (gemeente),male,25-35,"Havo, vwo, mbo2-4",D66
1482,GM1709    ,Moerdijk,male,55-65,"Hbo-, wo-bachelor",VVD
1483,GM0753    ,Best,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1484,GM1655    ,Halderberge,female,35-45,"Havo, vwo, mbo2-4",CDA
1485,GM0441    ,Schagen,male,45-55,"Hbo-, wo-bachelor",VVD
1486,GM0400    ,Den Helder,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1487,GM0935    ,Maastricht,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1488,GM1883    ,Sittard-Geleen,male,55-65,"Havo, vwo, mbo2-4",CDA
1489,GM0703    ,Reimerswaal,female,65-75,"Havo, vwo, mbo2-4",CDA
1490,GM0275    ,Rheden,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1491,GM1719    ,Drimmelen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1492,GM0356    ,Nieuwegein,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1493,GM1883    ,Sittard-Geleen,female,65-75,"Havo, vwo, mbo2-4",CDA
1494,GM1696    ,Wijdemeren,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1495,GM0202    ,Arnhem,female,65-75,"Havo, vwo, mbo2-4",CDA
1496,GM0203    ,Barneveld,female,65-75,"Hbo-, wo-bachelor",CDA
1497,GM0171    ,Noordoostpolder,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1498,GM1940    ,De Fryske Marren,male,25-35,"Havo, vwo, mbo2-4",VVD
1499,GM0392    ,Haarlem,female,25-35,"Hbo-, wo-bachelor",D66
1500,GM0758    ,Breda,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1501,GM0150    ,Deventer,female,35-45,"Havo, vwo, mbo2-4",D66
1502,GM1842    ,Midden-Delfland,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1503,GM0556    ,Maassluis,female,65-75,Basisonderwijs,50PLUS
1504,GM0147    ,Borne,male,55-65,Basisonderwijs,CDA
1505,GM1991    ,Maashorst,female,65-75,"Hbo-, wo-bachelor",CDA
1506,GM0758    ,Breda,male,45-55,"Hbo-, wo-master, doctor",D66
1507,GM1621    ,Lansingerland,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1508,GM0845    ,Sint-Michielsgestel,female,55-65,"Havo, vwo, mbo2-4",CDA
1509,GM0363    ,Amsterdam,female,35-45,Basisonderwijs,Did not vote
1510,GM0106    ,Assen,male,65-75,"Havo, vwo, mbo2-4",50PLUS
1511,GM1708    ,Steenwijkerland,female,15-25,"Havo, vwo, mbo2-4",D66
1512,GM0080    ,Leeuwarden,male,25-35,"Havo, vwo, mbo2-4",D66
1513,GM0613    ,Albrandswaard,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1514,GM0362    ,Amstelveen,female,65-75,"Hbo-, wo-master, doctor",D66
1515,GM1641    ,Maasgouw,male,65-75,"Havo, vwo, mbo2-4",CDA
1516,GM0034    ,Almere,female,25-35,"Hbo-, wo-master, doctor",D66
1517,GM0228    ,Ede,female,55-65,Basisonderwijs,50PLUS
1518,GM1509    ,Oude IJsselstreek,female,55-65,"Havo, vwo, mbo2-4",CDA
1519,GM0268    ,Nijmegen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1520,GM0297    ,Zaltbommel,female,15-25,"Havo, vwo, mbo2-4",D66
1521,GM0173    ,Oldenzaal,female,65-75,"Havo, vwo, mbo2-4",CDA
1522,GM0268    ,Nijmegen,female,25-35,"Havo, vwo, mbo2-4",D66
1523,GM0907    ,Gennep,female,55-65,"Havo, vwo, mbo2-4",CDA
1524,GM1674    ,Roosendaal,female,45-55,"Hbo-, wo-master, doctor",D66
1525,GM0828    ,Oss,female,25-35,"Havo, vwo, mbo2-4",GL-PvdA
1526,GM1904    ,Stichtse Vecht,male,65-75,"Havo, vwo, mbo2-4",VVD
1527,GM0503    ,Delft,male,15-25,"Havo, vwo, mbo2-4",D66
1528,GM0405    ,Hoorn,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1529,GM0037    ,Stadskanaal,male,25-35,"Havo, vwo, mbo2-4",VVD
1530,GM1509    ,Oude IJsselstreek,female,65-75,"Havo, vwo, mbo2-4",CDA
1531,GM0173    ,Oldenzaal,female,35-45,"Havo, vwo, mbo2-4",VVD
1532,GM0534    ,Hillegom,female,25-35,"Havo, vwo, mbo2-4",D66
1533,GM0230    ,Elburg,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1534,GM0014    ,Groningen (gemeente),male,55-65,"Havo, vwo, mbo2-4",VVD
1535,GM0384    ,Diemen,male,45-55,"Hbo-, wo-bachelor",VVD
1536,GM0796    ,'s-Hertogenbosch,male,45-55,"Havo, vwo, mbo2-4",CDA
1537,GM0935    ,Maastricht,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1538,GM0402    ,Hilversum,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1539,GM0687    ,Middelburg (Z.),male,45-55,"Hbo-, wo-bachelor",VVD
1540,GM0622    ,Vlaardingen,male,15-25,"Havo, vwo, mbo2-4",GL-PvdA
1541,GM1883    ,Sittard-Geleen,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1542,GM1730    ,Tynaarlo,male,45-55,"Hbo-, wo-master, doctor",D66
1543,GM0867    ,Waalwijk,female,15-25,"Havo, vwo, mbo2-4",D66
1544,GM0899    ,Brunssum,female,45-55,"Havo, vwo, mbo2-4",CDA
1545,GM0164    ,Hengelo (O.),female,15-25,Basisonderwijs,Did not vote
1546,GM1894    ,Peel en Maas,female,35-45,"Havo, vwo, mbo2-4",BBB
1547,GM0014    ,Groningen (gemeente),female,35-45,Basisonderwijs,Did not vote
1548,GM1705    ,Lingewaard,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1549,GM1959    ,Altena,male,25-35,"Havo, vwo, mbo2-4",VVD
1550,GM0345    ,Veenendaal,female,15-25,"Havo, vwo, mbo2-4",D66
1551,GM0983    ,Venlo,female,45-55,Basisonderwijs,Did not vote
1552,GM0542    ,Krimpen aan den IJssel,male,25-35,"Havo, vwo, mbo2-4",VVD
1553,GM0758    ,Breda,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1554,GM0489    ,Barendrecht,male,25-35,"Havo, vwo, mbo2-4",VVD
1555,GM0355    ,Zeist,female,35-45,"Havo, vwo, mbo2-4",D66
1556,GM0090    ,Smallingerland,male,35-45,"Hbo-, wo-bachelor",VVD
1557,GM0216    ,Culemborg,female,35-45,"Hbo-, wo-master, doctor",D66
1558,GM0392    ,Haarlem,male,45-55,"Havo, vwo, mbo2-4",VVD
1559,GM1709    ,Moerdijk,male,55-65,Basisonderwijs,50PLUS
1560,GM1883    ,Sittard-Geleen,male,25-35,"Havo, vwo, mbo2-4",VVD
1561,GM1952    ,Midden-Groningen,male,55-65,"Havo, vwo, mbo2-4",BBB
1562,GM0498    ,Drechterland,male,25-35,"Hbo-, wo-master, doctor",D66
1563,GM0114    ,Emmen,male,45-55,"Havo, vwo, mbo2-4",VVD
1564,GM0632    ,Woerden,female,25-35,"Havo, vwo, mbo2-4",D66
1565,GM1970    ,Noardeast-Fryslân,male,65-75,"Hbo-, wo-master, doctor",FNP
1566,GM1955    ,Montferland,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1567,GM0193    ,Zwolle,female,65-75,"Havo, vwo, mbo2-4",CDA
1568,GM0274    ,Renkum,female,25-35,"Hbo-, wo-bachelor",D66
1569,GM1916    ,Leidschendam-Voorburg,female,15-25,"Havo, vwo, mbo2-4",D66
1570,GM0281    ,Tiel,male,45-55,Basisonderwijs,BBB
1571,GM0405    ,Hoorn,male,65-75,"Havo, vwo, mbo2-4",50PLUS
1572,GM0796    ,'s-Hertogenbosch,male,45-55,Basisonderwijs,CDA
1573,GM0119    ,Meppel,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1574,GM1960    ,West Betuwe,female,55-65,Basisonderwijs,BBB
1575,GM0505    ,Dordrecht,female,55-65,"Hbo-, wo-bachelor",D66
1576,GM1992    ,Voorne aan Zee,female,65-75,"Hbo-, wo-master, doctor",VVD
1577,GM0164    ,Hengelo (O.),male,55-65,"Havo, vwo, mbo2-4",VVD
1578,GM0394    ,Haarlemmermeer,female,45-55,"Hbo-, wo-bachelor",D66
1579,GM1991    ,Maashorst,female,55-65,"Havo, vwo, mbo2-4",CDA
1580,GM0599    ,Rotterdam,male,55-65,Basisonderwijs,PVV
1581,GM0267    ,Nijkerk,female,45-55,"Hbo-, wo-bachelor",D66
1582,GM1876    ,Bronckhorst,female,65-75,Basisonderwijs,CDA
1583,GM0289    ,Wageningen,male,25-35,"Hbo-, wo-bachelor",D66
